tracker_id,date_added,last_sync_date_time,batt_level,hardware_rev,is_display_distance,is_display_calories,is_display_clock,is_display_flower,is_display_elevation,is_display_chatter,is_right_handed,tracker_name,device_type,on_dominant_hand,is_display_active_minutes,clock_face,enable_ancs,is_bonded,is_display_steps,alarm_update_time,is_display_heart_rate,heart_rate_tracking,heart_rate_tracking_update_time,tap_enabled,tap_screen,flick_enabled,flick_screen
770357913,2019-02-21,2021-01-20T08:27:55.000Z,75,10,true,true,true,false,true,true,true,LAUREN,Alta HR,false,true,A,true,false,true,2019-02-21T03:57:38.000Z,true,AUTO,2019-07-24T20:24:35.000Z,true,TIME,true,TIME
